PID,Country,Progress,Finished,Entities_1,Entities_2,Entities_3,Entities_4,Entities_5,Entities_6,Entities_7,Entities_8,Entities_9,Entities_10,Entities_11,Entities_12,Entities_13,Entities_14,Entities_15,Entities_16,Entities_17,Entities_18,Entities_19,Entities_20,Entities_21,Entities_22,Entities_23,Entities_24,Entities_25,Entities_26,Entities_27,Entities_28,Entities_29,SV1,SV2,SV3,SV4,SV5,SV6,SVC7,SVC8,SVC9,SVC10,SVC11,Parent,Sc_self,Sc_self_CODED,Sc_self_SOURCE,Sc_School,Sc_School_CODED,Sc_School_SOURCE,Sc_class_act,Sc_class_sch,Sc_class_text,Sc_confl,Sc_confl_type,Sc_confl_score,Sc_talk,Sc_talk_freq,Retro_Sc_p_inf,Retro_Sc_p_CODED,Retro_Sc_p_SOURCE,Retro_sch_inf,Retro_sch_CODED,Retro_sch_SOURCE,Retro_sc_freq,Retro_sc_class,Retro_sc_class_text,Retro_sc_conf,Retro_sc_conf_type,Retro_sc_conf_score,Retro_sc_talk,Retro_sc_talk_freq,Future_sc_talk,Grades,RV1,RV2,RV3,RV4,RV5,RV6,RVC7,RVC8,RVC9,RVC10,RVC11,Rel_self,Rel_self_CODED,Rel_self_SOURCE,Rel_school,Rel_school_CODED,Rel_school_SOURCE,Rel_class_freq,Rel_class,Rel_class_type,Rel_confl,Rel_confl_type,Rel_confl_score,Rel_talk,Rel_talk_freq,Rel_freq_child,Retro_rel_parent_inf,Retro_rel_p_CODED,Retro_rel_p_SOURCE,Retro_rel_school_inf,Retro_rel_s_CODED,Retro_rel_s_SOURCE,Retro_rel_class_freq,Retro_rel_class,Retro_rel_class_type,Retro_rel_confl,Retro_rel_confl_type,Retro_rel_confl_score,Retro_rel_talk,Retro_rel_talk_freq,Retro_rel_child_freq,Future_rel_child_freq,Rel_symb,Pray_diff,Pray_wish,Worship_freq,Worship_frequent,God_control,Divine,Faith,God_punish,Afterlife,Rel_freq,Rel_frequent,Religiosity,Religion,Religion_score,Belief_other,Folk,Religion_father,Religion_mother,Religion_granny,Rel_myparentonmychild,Rel_grannyonme,Parenting_parentonme,Parenting_grannyonparent,Parenting_meonmychild,Religion_partner,Religion_influenced_child,Religion_influenced,Rel_spi_activities,Rel_spi_act_solo_other,Rel_spi_act_group_other,Rel_spi_act_child,Rel_spi_act_parents,Rel_holiday,Rel_events,Worship_place,Worship_place_other,Gender,Ethnicity,SISI_ethnicity,SISI_Religion,SISI_National,SISI_student,Edu_level,Edu_level_other,Parent_edu,Parent_edu_other,Employment,Occupation,SES_1,Birthdate,Adjusted_ages,Age,Child_age,Aus_Pr_citizen,Nationality,Aus_born,Country_birth,Origin
273,2,100,TRUE,7,7,7,7,7,2,7,7,7,4,2,7,7,5,7,7,7,7,7,5,7,7,7,7,1,7,7,7,6,5,3,4,5,5,4,5,4,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,denial,uninformative,"Yes, basic knowledge was taught in school",affirmation,multiple source,6,Yes,"Biology, chemistry, physics",Explain their understanding,supportive,1,No,No,Yes,2,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yeah they influence me to have a better prayer habits,affirmation,parent-only source,"Yes, I was trained the basics and to be consistent there",affirmation,multiple source,7,Yes,"Islamic Religious education, KAFA Integrasi (tajwid, tauhid, akhlak, sirah, tilawah, feqah, akidah)",Explain their view,supportive,0,Yes,Every now and then. Talk about good deeds that can be done,4,2,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Only on special holy days,0,1,Islam,1,Yes but most of them are bad ones,No,Islam,Islam,Islam,NA,Not at all,NA,Somewhat,Somewhat,NA,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,No,Yes,None,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Some college or university education (yet to be completed),NA,Undergraduate degree,NA,NA,Student,7,10/27/1999,20,342377.28.00,NA,NA,NA,NA,NA,NA
217,2,100,TRUE,7,7,7,7,7,3,7,7,7,4,4,7,7,7,3,7,7,7,4,4,7,7,7,4,1,7,2,7,3,4,3,4,4,5,3,4,4,3,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No.,denial,uninformative,Yes. More on the science classes in school,affirmation,multiple source,6,Yes,"Science, physics, biology, chemistry",Never talk about science with them,supportive,0,No,No,Yes,3,5,3,5,5,5,4,5,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. The way they practice,affirmation,parent-only source,Yes. By having teachers& friends exchanging views,affirmation,multiple source,6,Yes,Quran classes,Shocked,directive,1,Yes,Every time I talked to them. Always reminding me to be a good muslim,4,3,Yes,Strongly agree,Strongly agree,More than once a week,1,Agree,Strongly agree,Agree,Agree,Strongly agree,Only on special holy days,0,1,Islam,1,No,No,Islam,Islam,Islam,NA,Quite a lot,NA,Somewhat,Somewhat,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,Yes,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Engineer,5,03/29/1995,25,13131.54.00,NA,NA,NA,NA,NA,NA
L20,2,100,TRUE,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,3,4,5,2,5,5,4,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No. They may not be open and accepting to scientific studies and such but I on the other hand still believe it.,denial,multiple source,Yes. School is where I spend most of times learning so it plays a big role in the scientific view and teachers gave many scientific examples and explanations as well.,affirmation,multiple source,7,Yes,"In school: Biology, Physics, Chemistry, Geology",Unacceptable,directive,1,No,"Sometimes, they do be talking about some food/fruits that provide nutrients or benefits to fight illness and cure cancer and stuff",Yes,2,4,5,5,5,4,4,4,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes. Growing up, I followed what I<U+0092>ve been told to do and what I saw my parents did.",affirmation,parent-only source,Yes. What the teachers taught and the programs organized somehow enlightened me on certain religious events.,affirmation,multiple source,5,Yes,"Quran classes, Arabic class, Evening school (Religion school), usrah",They will totally get mad and knock some sense into me.,directive,2,Yes,Everyday. Reminding us to pray on time.,4,2,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Only on special holy days,0,1,Islam,1,No,"Some of it as I grow up listening to them. But now that I<U+0092>m old enough, I believe those are just things adult told us to keep us from creating problems and chaos.",Islam,Islam,Islam,NA,Little,NA,Quite a lot,Quite a lot,NA,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,None,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Post-graduate degree (Masters, PhD)",NA,NA,Researcher cum Personal Assistant,4,08/08/1996,23,705855.47.00,NA,NA,NA,NA,NA,NA
L6,2,100,TRUE,7,7,7,7,7,6,7,7,7,6,3,6,7,7,7,7,7,7,7,6,7,7,7,7,2,7,2,7,4,4,3,4,4,4,3,3,4,4,3,3,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not really. Most of my science education was from school.,denial,multiple source,Yes. Through learning the subjects and doing lab / outdoor experiments,affirmation,multiple source,6,Yes,"At school ; Biology , Chemistry , Physics",Not sure.,supportive,1,No,I don't think so they did.,Yes,2,4,3,4,4,4,4,4,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes. There were two sided, one who practiced religiously did prayers and one who didnt. So when I was young, I thought it was okay to not do it because I saw one of them not religiously practicing religion.",affirmation,parent-only source,Yes. School taught me a better view of my religion and had put things into perspective as to what is allowed and not allowed.,affirmation,multiple source,6,Yes,I attended a lot of Islamic conferences,"It will stir up a debate , of course. Sometimes they react negatively to it , but they never forced something upon us / me",supportive,1,No,Very rarely they talked about religion.,4,4,No,Agree,Agree,More than once a week,1,Agree,Agree,Agree,Agree,Agree,Only on special holy days,0,0,Islam,1,No,No,Islam,Islam,Islam,NA,Somewhat,NA,Somewhat,Little,NA,NA,Islam,Solo prayer,NA,NA,NA,No,Yes,"Yes. We celebrate aidilfitri and raya haji . And we celebrate other special days in Islam like awal muharram , nuzul quran , prophet muhammad's birthday",Mosques Masjid,NA,Female,Malay,Agree,Agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Doctor,6,01/14/1993,27,1648319.33.00,NA,NA,NA,NA,NA,NA
221,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,4,3,3,3,4,3,4,2,3,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,denial,uninformative,"yes, take a science subject",affirmation,multiple source,4,Yes,"in school: biology, chemistry, physics outside the school: science",learn new things together,supportive,2,No,no,Yes,2,5,3,3,3,5,5,5,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes, remember the pillars of faith and the pillars of Islam. ya, ingat rukun iman dan rukun islam",affirmation,multiple source,"yes, discussion in religious education class. ya, perbincangan dalam kelas pendidikan agama",affirmation,multiple source,6,Yes,Islamic and Quran studies class,"Together, discuss and draw conclusions",supportive,2,Yes,about the importance of prayers. always being talked,4,1,No,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Only on special holy days,0,1,Islam,1,"ya. ilmu sihir/hitam, fengshui, tilik nasib wujud dalam kalangan masyarakat",mitos semata- mata atau dikenali perkara karut,Islam,Islam,Islam,NA,Not at all,NA,Somewhat,A great deal,NA,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,hari raya qurban atau dikenali sebagai hari raya haji,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Some college or university education (yet to be completed),NA,High school (completed),NA,NA,kerani,6,12/28/1992,27,59229.33.00,NA,NA,NA,NA,NA,NA
224,2,100,TRUE,7,7,7,7,7,4,7,7,7,7,1,7,7,7,3,7,7,7,4,4,7,7,7,7,1,7,7,7,3,5,4,4,5,5,4,4,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not really. They are more on the religious side.,denial,uninformative,"Yes since school taught me physics which opens my interpretation on various phenomenons such as gravity, momentum etc.",affirmation,multiple source,4,Yes,In school,"They encourage me to do so as they are more open-minded in understanding how religion and science can be intertwined. In other cases, we are able to discuss on the invalid religious information which are completely illogical.",supportive,2,Yes,I would normally open up a conversation about my findings in physics such as nuclear energy in North Korea or about the embryology which was mentioned in the Quran.,Yes,2,4,4,4,1,5,4,4,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes as a child since I follow them to the mosque very frequently but as I get older, I am exposed to more knowledge which allowed me to look at religion in different perspective.",affirmation,multiple source,Yes. More towards how the teachers conduct their teachings. Some who were strict in classes but turned out to be hypocrites made me question about religion a lot. If the faults belong to the religion or to the worshippers.,affirmation,multiple source,2,Yes,Islamic Studies,I would be more mindful. They tend to think of the worse when I started to talk about religion negatively.,directive,1,Yes,Almost everyday. Most recently about how the government misused a false religious text to justify their actions.,4,4,Yes,Strongly agree,Strongly agree,More than once a week,1,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Only on special holy days,0,1,Islam,1,No,No,Islam,Islam,Islam,NA,Little,NA,Quite a lot,Somewhat,Lutheran,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,Celebrating Eid.,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Actuary,6,02/14/1995,25,1506765.02.00,NA,NA,NA,NA,NA,NA
L17,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,1,7,1,1,7,5,5,5,5,5,5,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My parents were uneducated,denial,uninformative,Yes - through lab experiments,affirmation,multiple source,3,Yes,"In school: chemistry physics biology, tuition: chemistry physics",They are not interested,supportive,0,No,NA,Yes,1,5,5,5,5,5,5,5,1,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, i grew up hating it because it was done out of fear",affirmation,uninformative,"Yes, I grew up hating it, focus was more on Allah<U+0092>s wrath rather than His infinity love for us",affirmation,multiple source,7,Yes,In school: pendidikan islam,"They would disown me if it's different religion. But having different opinion within same religion, my parents may be reluctant to accept because of their old ways",directive,2,No,NA,7,4,No,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Only on special holy days,0,0,Islam,1,No,No,Islam,Islam,Islam,NA,Not at all,NA,Quite a lot,Somewhat,NA,NA,Islam,"Solo prayer ,Other solo activity (please specify): :,Other group activity (please specify): :",Quran recitation,Study date on islamic topics,NA,No,Yes,Yes,Mosques Masjid,NA,Female,Malay,Strongly disagree,Strongly disagree,Strongly disagree,NA,Undergraduate degree,NA,High school (completed),NA,NA,Tech Consultant,4,10/18/1989,30,383483.22.00,NA,NA,NA,NA,NA,NA
L2,2,100,TRUE,7,7,7,7,7,5,7,7,7,7,5,7,7,7,5,7,7,7,7,7,7,7,7,7,1,7,7,7,7,5,2,4,4,4,4,4,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not really. My parents don't talk much about science with me. I learn about it mostly in school.,denial,uninformative,Yes. Growing up I had to learn a lot of Science subjects and do experiments. It definitely helped to shape my perspective on the world based on Science.,affirmation,multiple source,6,Yes,"Science, Biology, Chemistry, Physics",They would try to find evidence on how it is different and if it is legit.,directive,1,Yes,"Not very often. Mostly just about the galaxy like the moon, sun, stars, planets etc.",Yes,3,5,4,4,4,5,5,4,3,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes. My parents are very religious. They would teach me all about my religion and expect me to practice it in everyday life.,affirmation,parent-only source,Yes. My school emphasised a lot on the importance of religion and practicing it accurately.,affirmation,multiple source,2,Yes,"Quran classes, Pendidikan Islam",They would disown me.,directive,1,Yes,"They would remind me almost everyday not to forget to pray and recite the Quran. They would also remind me about the afterlife (death, heaven, hell).",4,3,Yes,Agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Only on special holy days,0,1,Islam,1,"I believe in the unseen creatures like angels, devils, spirits and also the use of black magic (but I don't practice it as it is a sin in my religion).",No,Islam,Islam,Islam,NA,Somewhat,NA,Quite a lot,A great deal,Islam,NA,Islam,"Solo prayer ,Other solo activity (please specify): :,Group prayer","Read Quran, fast during Ramadan",NA,NA,Yes,Yes,None,Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,Undergraduate degree,NA,NA,Education Counsellor,7,02/25/1995,25,1456536.43.00,NA,NA,NA,NA,NA,NA
L18,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,5,4,7,7,4,6,6,6,4,4,6,6,6,6,2,7,7,7,7,5,4,4,4,5,4,5,4,4,4,4,Yes,Yes. I have a science degree and I<U+0092>d always give scientific reasoning and explanation when my child asks questions related to science.,affirmation,parent-only source,Yes. Through the syllabus.,affirmation,multiple source,7,Yes,In school: science subjects following the syllabus.,I respect his views,supportive,1,Yes,Few times a week,No. They were not highly educated.,denial,uninformative,Yes. My science teachers heavily influenced my views towards science.,affirmation,multiple source,6,Yes,"In school: physics, chemistry, biology, math. Same goes for outside school.",May not differ that much.,supportive,0,Yes,Very rare. How science is interrelated with religion.,NA,3,4,3,3,4,4,3,4,3,3,4,3,Choose not to answer.,ambiguous,uninformative,Yes. It<U+0092>s part of the syllabus.,affirmation,multiple source,7,Yes,"Quran, Fiqh, etc.",I will respect his views.,supportive,1,No,Answered no to the previous question.,7,A little bit. Growing up with parents means having to follow them for all religious rituals.,affirmation,parent-only source,Yes. It<U+0092>s part of the syllabus.,affirmation,multiple source,5,Yes,"Quran, Fiqh, etc.",They would disown me,supportive,1,Yes,"Few times a year. About praying 5 times, prophets etc.",4,NA,No,Agree,Agree,Once a month,0,Agree,Agree,Agree,Neither agree nor disagree,Agree,Once a month,1,0,Islam,1,No,No,Islam,Islam,Islam,Somewhat,Little,Little,Little,NA,Islam,Islam,Islam,"Solo prayer ,Group prayer",NA,NA,No,Yes,"Yes, but as cultural holidays",None,Mosques Masjid,NA,Male,Malay,Somewhat agree,Somewhat disagree,Agree,NA,Undergraduate degree,NA,High school (not completed) Tidak tamat sekolah menengah,NA,NA,Engineer,6,05/02/1987,33,1155174.51.00,01/04/1900,NA,NA,NA,NA,NA
228,2,100,TRUE,7,7,7,7,7,1,7,7,7,6,6,7,7,7,7,3,3,3,4,4,4,5,2,3,3,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not much influence on my views,denial,uninformative,Yes. Was in science stream so much more exposure to the science world,affirmation,multiple source,3,Yes,"In school: biology, physics, chemistry. Outside school: tuition",They would challenge my views/argue with me,directive,1,Yes,Depending on current general ongoings. Eg: covid pandemic,Yes,4,3,3,4,4,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, exposure to religion since young",affirmation,multiple source,"Yes, friends / people of multiple faiths gives you exposure to other religions",affirmation,multiple source,5,No,"In school no. Outside of school, devotional songs classes",Unpleasant response possibly,directive,1,Yes,"Nowadays not often. When younger, usually answer questions regarding religious figures/customs etc",2,3,Yes,Agree,Agree,Once a week,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Only on special holy days,0,0,Hinduism Hindu,1,"Yes, fengshui",No,Hinduism,Hinduism,"Hinduism ,Catholic",NA,Somewhat,NA,Somewhat,Somewhat,Islam,NA,Hindu,"Solo prayer ,Other solo activity (please specify): :,Group prayer ,Other group activity (please specify): :",Fasting,Chariot procession,NA,Yes,Yes,"Yes, hindu festivals",Hindu temples,NA,Female,Indian India,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Diploma, or technical and vocational education",NA,NA,Health care worker,7,06/16/1994,25,949688.24.00,NA,NA,NA,NA,NA,NA
357,2,61,FALSE,6,7,7,7,7,3,7,7,7,5,6,7,7,7,7,7,7,7,7,5,7,7,7,7,1,7,6,7,4,5,2,5,5,5,3,5,2,5,5,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No. My parents' views not influence my scientific views,denial,uninformative,Yes. I got knowledge from science classes.,affirmation,multiple source,7,Yes,science,Not sure because dont have any argument with them,supportive,0,No,My parents did not talk about science with me,Yes,2,4,3,5,5,4,3,4,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, my parents views about religion influence my religious view. An example, we need to believe qada and qadar",affirmation,parent-only source,"Yes. An example, anything we do, refer religious view first",affirmation,multiple source,7,Yes,"Quran class, arabic class, sunnah class,",They will advise me based on their views,directive,1,Yes,Moderate. Not have specific time. On the spot.,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L24,2,100,TRUE,4,7,7,7,5,2,7,6,7,2,2,6,7,6,7,7,7,7,4,4,6,5,6,5,2,7,4,7,4,4,3,4,4,4,3,4,4,4,4,4,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, from the syllabus",affirmation,multiple source,7,Yes,Pure science subjects,NA,NA,NA,No,NA,Yes,2,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, religion is key in life",affirmation,uninformative,"Yes, teachers provided deeper understanding on the subject",affirmation,multiple source,6,Yes,Quran,Will strongly oppose it,directive,1,Yes,More on the history,3,2,No,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Once a week,1,1,Islam,1,"Yes,",No,Islam,Islam,Islam,NA,Not at all,NA,Somewhat,Little,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,Yes,Mosques Masjid,NA,Male,Malay,Strongly agree,Strongly agree,Strongly agree,NA,Undergraduate degree,NA,"Diploma, or technical and vocational education",NA,NA,Executive,5,01/27/1993,27,1588958.49.00,NA,NA,NA,NA,NA,NA
323,2,100,TRUE,7,7,7,7,7,3,7,7,7,4,5,7,7,7,4,7,7,7,7,4,5,7,7,6,2,7,3,7,3,4,3,4,1,5,5,4,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes because parents have a strong background in science education. They always explain to us every reason behind any actions. Eg: how rainbows exist,affirmation,parent-only source,By attending a <U+0091>aliran sains<U+0092> school.,ambiguous,multiple source,7,Yes,"Biology, physics, chemistry.",Argue and acknowledge politely with their view.,directive,1,Yes,Rarely. Only when there<U+0092>s an unusual weather somewhere in the world.,Yes,2,5,2,4,5,5,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very much so. They always ask us to pray on time or pray together. Sometimes dad will gather all family members for weekly/monthly tazkirah session.,affirmation,parent-only source,Yes. By forcing us to pray together everyday (eg: Maghrib prayer),affirmation,multiple source,6,Yes,Quranic class,They'll be furious.,directive,1,No,Not always.,3,3,Yes,Strongly agree,Agree,More than once a week,1,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Once a month,1,0,Islam,1,No,Sometimes.,Islam,Islam,Islam,NA,Quite a lot,NA,Somewhat,A great deal,Islam,NA,Islam,"Solo prayer ,Group prayer",NA,NA,NA,Yes,Yes,Any events related in Islam.,Mosques Masjid,NA,Female,Malay,Strongly disagree,Strongly disagree,Strongly disagree,NA,"Post-graduate degree (Masters, PhD)",NA,Undergraduate degree,NA,NA,Clinic assistant,2,11/27/1995,24,200828.57.00,NA,NA,NA,NA,NA,NA
294,2,100,TRUE,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,7,1,5,5,3,4,5,5,5,5,5,5,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, they encourage me to learn more about science",affirmation,parent-only source,No,denial,uninformative,4,Yes,"In school & outside school: Chemistry, biology, physics",They are okay,supportive,1,Yes,More than once a week. We talk a lot about environment and universe,Yes,2,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes, because parents' are the 1st teacher to the children. Early childhood development, children tends to learn parents' attitude and thoughts",affirmation,parent-only source,"Yes, a lot of classes and sessions about religious were held in school.",affirmation,multiple source,1,Yes,"Islamic Studies, Quran Classes, Taranum Classes, circle",They are okay,supportive,1,Yes,"Islamic history, faith, akhlaq, etc",1,1,Yes,Strongly agree,Strongly agree,More than once a week,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,More than once a week,1,0,Islam,1,No,No,Islam,Islam,Islam,NA,A great deal,NA,A great deal,Quite a lot,NA,NA,Islam,"Solo prayer ,Group prayer ,Other group activity (please specify): :",NA,"Circle, talk",NA,Yes,Yes,"Yes, any events related to a religion is good for us to participated.",Mosques Masjid,NA,Female,Malay,Strongly agree,Strongly agree,Strongly agree,NA,"Post-graduate degree (Masters, PhD)",NA,High school (completed),NA,NA,Teacher,5,04/12/1983,37,1246503.04.00,NA,NA,NA,NA,NA,NA
